Date,Open,High,Low,Close,Volume,Adj_Close,Daily_Return,MA10,MA30,Volatility_10,Lag1,Lag2,Lag3,Return_Lag1,Volume_Change,Target_NextClose
2015-03-10,126.410004,127.220001,123.800003,124.510002,68856600,119.71316,-2.06858346758364,127.93199909999998,,1.284999879720954,127.139999,126.599998,126.410004,0.4265410809880077,-22.22097968450838,122.239998
2015-03-11,124.75,124.769997,122.110001,122.239998,68939000,117.530609,-1.8231499185101585,127.2769996,,1.1763485981071442,124.510002,127.139999,126.599998,-2.06858346758364,0.11966899324102886,124.449997
2015-03-12,122.309998,124.900002,121.629997,124.449997,48362700,119.655466,1.8079180596845212,126.67999949999998,,1.275815793663009,122.239998,124.510002,127.139999,-1.8231499185101585,-29.84711121426188,123.589996
2015-03-13,124.400002,125.400002,122.580002,123.589996,51827300,118.828598,-0.6910413987394448,126.19299840000001,,1.226989613228709,124.449997,122.239998,124.510002,1.8079180596845212,7.163785313888593,124.949997
2015-03-16,123.879997,124.949997,122.870003,124.949997,35874300,120.136203,1.1004134994874404,125.77899849999999,,1.2886266556165842,123.589996,124.449997,122.239998,-0.6910413987394448,-30.78107483893624,127.040001
2015-03-17,125.900002,127.32,125.650002,127.040001,51023100,122.145688,1.6726723090677575,125.5469985,,1.4304445401810995,124.949997,123.589996,124.449997,1.1004134994874404,42.227444159189176,128.470001
2015-03-18,127.0,129.160004,126.370003,128.470001,65270900,123.520597,1.1256297140614713,125.5399993,,1.4747880998512792,127.040001,124.949997,123.589996,1.6726723090677575,27.92421471843145,127.5
2015-03-19,128.75,129.25,127.400002,127.5,45809500,122.587966,-0.7550408596945446,125.6489989,,1.386842571149551,128.470001,127.040001,124.949997,1.1256297140614713,-29.816350012026803,125.900002
2015-03-20,128.25,128.399994,125.160004,125.900002,68695100,121.049608,-1.2549003921568658,125.5789993,,1.45030590834453,127.5,128.470001,127.040001,-0.7550408596945446,49.95819644396904,127.209999
2015-03-23,127.120003,127.849998,126.519997,127.209999,37709700,122.309137,1.0405059405797168,125.5859993,,1.4851088076374162,125.900002,127.5,128.470001,-1.2549003921568658,-45.105691672331794,126.690002
2015-03-24,127.230003,128.039993,126.559998,126.690002,32842300,121.809174,-0.4087705401208175,125.80399930000002,,1.308571256993019,127.209999,125.900002,127.5,1.0405059405797168,-12.907554289745082,123.379997
2015-03-25,126.540001,126.82,123.379997,123.379997,51655200,118.626689,-2.612680517599175,125.91799920000001,,1.4582179249251308,126.690002,127.209999,125.900002,-0.4087705401208175,57.28252893372267,124.239998
2015-03-26,122.760002,124.879997,122.599998,124.239998,47572900,119.453558,0.6970343823237357,125.89699929999999,,1.3523290365145124,123.379997,126.690002,127.209999,-2.612680517599175,-7.902979758088247,123.25
2015-03-27,124.57,124.699997,122.910004,123.25,39546200,118.5017,-0.7968432195242015,125.8629997,,1.3586603839912517,124.239998,123.379997,126.690002,0.6970343823237357,-16.872421063252396,126.370003
2015-03-30,124.050003,126.400002,124.0,126.370003,47099700,121.501502,2.5314425963488763,126.0050003,127.14233266666666,1.5513820138127308,123.25,124.239998,123.379997,-0.7968432195242015,19.10044454334423,124.43
2015-03-31,126.089996,126.489998,124.360001,124.43,42090600,119.63624,-1.5351768251520848,125.7440002,127.02899926666666,1.527012978069649,126.370003,123.25,124.239998,2.5314425963488763,-10.635099586621566,124.25
2015-04-01,124.82,125.120003,123.099998,124.25,40621400,119.463174,-0.1446596479948603,125.32200010000001,126.87999923333334,1.4559551772205699,124.43,126.370003,123.25,-1.5351768251520848,-3.490565589466532,125.32
2015-04-02,125.029999,125.559998,124.190002,125.32,32220100,120.491951,0.8611670020120643,125.10400010000001,126.775666,1.4920368878050845,124.25,124.43,126.370003,-0.1446596479948603,-20.68195581639235,127.349998
2015-04-06,124.470001,127.510002,124.330002,127.349998,37194000,122.443743,1.6198515799553226,125.24899969999998,126.70399926666667,1.5344694025460226,125.32,124.25,124.43,0.8611670020120643,15.437258109068551,126.010002
2015-04-07,127.639999,128.119995,125.980003,126.010002,35012300,121.155371,-1.0522151716091943,125.12899999999999,126.47099933333334,1.538465555379069,127.349998,125.32,124.25,1.6198515799553226,-5.865731031886867,125.599998
2015-04-08,125.849998,126.400002,124.970001,125.599998,37329200,120.761163,-0.32537417148839065,125.0199996,126.25199933333333,1.5367350187510305,126.010002,127.349998,125.32,-1.0522151716091943,6.6173887462406045,126.559998
2015-04-09,125.849998,126.580002,124.660004,126.559998,32484000,121.684177,0.764331222361947,125.3379997,126.17766616666667,1.2641755665315186,125.599998,126.010002,127.349998,-0.32537417148839065,-12.979651318538842,127.099998
2015-04-10,125.949997,127.209999,125.260002,127.099998,40188000,122.203374,0.4266751015593373,125.62399969999998,126.06699950000001,1.256705941689968,126.559998,125.599998,126.010002,0.764331222361947,23.71629109715552,126.849998
2015-04-13,128.369995,128.570007,126.610001,126.849998,36365100,121.963006,-0.1966955184373842,125.98399950000001,126.01333253333333,1.2156172408954278,127.099998,126.559998,125.599998,0.4266751015593373,-9.512541057031953,126.300003
2015-04-14,127.0,127.290001,125.910004,126.300003,25524600,121.434199,-0.43357903718689306,125.97699949999999,125.92033276666668,0.9398082759396803,126.849998,127.099998,126.559998,-0.1966955184373842,-29.8101751404506,126.779999
2015-04-15,126.410004,127.129997,126.010002,126.779999,28970400,121.895703,0.38004432984850567,126.2119994,125.8343327,0.7728748179106759,126.300003,126.849998,127.099998,-0.43357903718689306,13.499917726428624,126.169998
2015-04-16,126.279999,127.099998,126.110001,126.169998,28369000,121.309203,-0.4811492386902372,126.4039992,125.75533286666665,0.7960395355476901,126.779999,126.300003,126.849998,0.38004432984850567,-2.075911965316324,124.75
2015-04-17,125.550003,126.139999,124.459999,124.75,51957000,119.943911,-1.1254640742722422,126.3469992,125.6999994,0.8468598281608536,126.169998,126.779999,126.300003,-0.4811492386902372,83.14709718354543,127.599998
2015-04-20,125.57,128.119995,125.169998,127.599998,47054300,122.684112,2.2845675350701367,126.3719992,125.73333273333333,1.0034385591164525,124.75,126.169998,126.779999,-1.1254640742722422,-9.43607213657448,126.910004
2015-04-21,128.100006,128.199997,126.669998,126.910004,32435100,122.020699,-0.5407476573784931,126.46199940000001,125.72566623333333,0.9543132889877042,127.599998,124.75,126.169998,2.2845675350701367,-31.068786487101075,128.619995
2015-04-22,126.989998,128.869995,126.32,128.619995,37654500,123.664812,1.3474044173853894,126.7639991,125.86266599999999,1.02059060785552,126.910004,127.599998,124.75,-0.5407476573784931,16.091826447274716,129.669998
2015-04-23,128.300003,130.419998,128.139999,129.669998,45770900,124.674363,0.816360628843138,127.07499909999999,126.11033266666666,1.0236742191442583,128.619995,126.910004,127.599998,1.3474044173853894,21.554927033953454,130.279999
2015-04-24,130.490005,130.630005,129.229996,130.279999,44525900,125.260863,0.4704257032532855,127.3929992,126.30466606666667,1.024616988524275,129.669998,128.619995,126.910004,0.816360628843138,-2.7200688647153526,132.649994
2015-04-27,132.309998,133.130005,131.149994,132.649994,96954200,127.539552,1.819154911108023,127.97299879999998,126.60666599999999,1.1203358016001108,130.279999,129.669998,128.619995,0.4704257032532855,117.74787258651705,130.559998
2015-04-28,134.460007,134.539993,129.570007,130.559998,118924000,125.530074,-1.5755718767691662,128.3989983,126.79366603333332,1.2691484578100032,132.649994,130.279999,129.669998,1.819154911108023,22.659977597669823,128.639999
2015-04-29,130.160004,131.589996,128.300003,128.639999,63386100,123.684046,-1.4705874918901407,128.5849983,126.84699930000001,1.3915993387877508,130.559998,132.649994,130.279999,-1.5755718767691662,-46.70032962227978,125.150002
2015-04-30,128.639999,128.639999,124.580002,125.150002,83195400,120.328503,-2.712995201438073,128.4829987,126.73633266666666,1.6582799858363113,128.639999,130.559998,132.649994,-1.4705874918901407,31.25180441768778,128.949997
2015-05-01,126.099998,130.130005,125.300003,128.949997,58512600,123.9821,3.0363523286240035,128.90299839999997,126.7846659,1.8720736520819996,125.150002,128.639999,130.559998,-2.712995201438073,-29.66846724698722,128.699997
2015-05-04,129.5,130.570007,128.259995,128.699997,50988300,123.741732,-0.19387359892687472,129.0129983,126.87799906666666,1.7470040995889071,128.949997,125.150002,128.639999,3.0363523286240035,-12.859281590631767,125.800003
2015-05-05,128.149994,128.449997,125.779999,125.800003,49271400,120.953462,-2.2532976438220054,128.90199819999998,126.8309992,1.8944651168365565,128.699997,128.949997,125.150002,-0.19387359892687472,-3.3672430734109637,125.010002
2015-05-06,126.559998,126.75,123.360001,125.010002,72141000,120.193897,-0.6279817020354184,128.54099889999998,126.7749992,1.832014880492019,125.800003,128.699997,128.949997,-2.2532976438220054,46.41556765182236,125.260002
2015-05-07,124.769997,126.080002,124.019997,125.260002,43940900,120.93733,0.19998399808041079,128.09999929999998,126.83766603333333,1.8015488617769562,125.010002,125.800003,128.699997,-0.6279817020354184,-39.090253808513886,127.620003
2015-05-08,126.68,127.620003,126.110001,127.620003,55550400,123.215888,1.8840818795452297,127.8339997,126.95033286666667,1.922793450340569,125.260002,125.010002,125.800003,0.19998399808041079,26.42071509686874,126.32
2015-05-11,127.389999,127.559998,125.629997,126.32,42035800,121.960747,-1.0186514413418446,127.2010003,127.05266619999999,1.7988220124135692,127.620003,125.260002,125.010002,1.8840818795452297,-24.32853768829747,125.870003
2015-05-12,125.599998,126.879997,124.82,125.870003,48160000,121.526279,-0.3562357504749758,126.7320008,127.03599953333332,1.7566304988172632,126.32,127.620003,125.260002,-1.0186514413418446,14.569010224618072,126.010002
2015-05-13,126.150002,127.190002,125.870003,126.010002,34694200,121.661447,0.11122507083756172,126.46900109999999,127.08866626666666,1.7153792250930524,125.870003,126.32,127.620003,-0.3562357504749758,-27.96054817275747,128.949997
2015-05-14,127.410004,128.949997,127.160004,128.949997,45203500,124.499984,2.3331441578740675,126.8490006,127.24533283333334,1.6319318520415578,126.010002,125.870003,126.32,0.11122507083756172,30.29123023444842,128.770004
2015-05-15,129.070007,129.490005,128.210007,128.770004,38208000,124.326203,-0.13958356276657646,126.83100129999998,127.36033296666666,1.3223990364189868,128.949997,126.010002,125.870003,2.3331441578740675,-15.475571581846538,130.190002
2015-05-18,128.380005,130.720001,128.360001,130.190002,50882900,125.697198,1.1027397343250867,126.9800018,127.45499976666665,1.3648299783616455,128.770004,128.949997,126.010002,-0.13958356276657646,33.17341917922949,130.070007
2015-05-19,130.690002,130.880005,129.639999,130.070007,44633200,125.581344,-0.09216913599862098,127.4070022,127.59033326666666,1.0901051294196595,130.190002,128.770004,128.949997,1.1027397343250867,-12.282515344054678,130.059998
2015-05-20,130.0,130.979996,129.339996,130.059998,36454900,125.571679,-0.007695086846570831,127.91200179999998,127.73899993333335,1.0456692744068967,130.070007,130.190002,128.770004,-0.09216913599862098,-18.32335570830682,131.389999
2015-05-21,130.070007,131.630005,129.830002,131.389999,39730400,126.855783,1.0226057361618413,128.52500149999997,127.89999996666666,1.0602938987069497,130.059998,130.070007,130.190002,-0.007695086846570831,8.985074708749718,132.539993
2015-05-22,131.600006,132.970001,131.399994,132.539993,45596000,127.966091,0.8752523089676112,129.0170005,128.08133313333332,0.9550436362228721,131.389999,130.059998,130.070007,1.0226057361618413,14.763506030646557,129.619995
2015-05-26,132.600006,132.910004,129.119995,129.619995,70697600,125.146861,-2.20310710292555,129.34699999999998,128.17366636666668,1.1922040517762738,132.539993,131.389999,130.059998,0.8752523089676112,55.05219756118957,132.039993
2015-05-27,130.339996,132.259995,130.050003,132.039993,45833200,127.483346,1.8669943630224894,129.963999,128.36499936666667,1.2684212207668637,129.619995,132.539993,131.389999,-2.20310710292555,-35.17007649481736,131.779999
2015-05-28,131.860001,131.949997,131.100006,131.779999,30733300,127.232324,-0.19690549362570975,130.5409987,128.53166603333332,1.2822298479084924,132.039993,129.619995,132.539993,1.8669943630224894,-32.94533220460277,130.279999
2015-05-29,131.229996,131.449997,129.899994,130.279999,50884500,125.784088,-1.138260746230546,130.6739989,128.66866606666667,1.183724734717806,131.779999,132.039993,129.619995,-0.19690549362570975,65.56796699345662,130.539993
2015-06-01,130.279999,131.389999,130.050003,130.539993,32112800,126.03511,0.19956555265248088,130.85099780000002,128.86166583333335,1.1806661536201188,130.279999,131.779999,132.039993,-1.138260746230546,-36.89080171761538,129.960007
2015-06-02,129.860001,130.660004,129.320007,129.960007,33667600,125.475139,-0.444297557147888,130.8279983,128.9403328,1.1416331159238375,130.539993,130.279999,131.779999,0.19956555265248088,4.841683067188152,130.119995
2015-06-03,130.660004,130.940002,129.899994,130.119995,30889400,125.629606,0.12310556431409658,130.8329971,129.0473325,1.1419789001200993,129.960007,130.539993,130.279999,-0.444297557147888,-8.251850443750076,129.360001
2015-06-04,129.580002,130.580002,128.910004,129.360001,38450100,124.895839,-0.5840716486347652,130.7629974,129.0719993666667,1.157397134870915,130.119995,129.960007,130.539993,0.12310556431409658,24.476681321100436,128.649994
2015-06-05,129.5,129.690002,128.360001,128.649994,35626800,124.210334,-0.5488613130112951,130.48899690000002,129.03799923333332,1.1012167300711242,129.360001,130.119995,129.960007,-0.5840716486347652,-7.342763737935664,127.800003
2015-06-08,128.899994,129.210007,126.830002,127.800003,52674800,123.389676,-0.6607003806000877,130.01499789999997,128.95533269999999,1.0391624438686682,128.649994,129.360001,130.119995,-0.5488613130112951,47.851617321791466,127.419998
2015-06-09,126.699997,128.080002,125.620003,127.419998,56075400,123.022785,-0.2973434984974155,129.79499819999998,128.7809995,0.8135850039611762,127.800003,128.649994,129.360001,-0.6607003806000877,6.455838465452168,128.880005
2015-06-10,127.919998,129.339996,127.849998,128.880005,39087300,124.432408,1.145822494833193,129.4789994,128.72499973333333,0.6227262487277143,127.419998,127.800003,128.649994,-0.2973434984974155,-30.29510266533988,128.589996
2015-06-11,129.179993,130.179993,128.479996,128.589996,35390900,124.152407,-0.22502249282190245,129.1599991,128.72333296666665,0.6225725313801922,128.880005,127.419998,127.800003,1.145822494833193,-9.456780079463146,127.169998
2015-06-12,128.190002,128.330002,127.110001,127.169998,36886200,122.781413,-1.104283415639895,128.848999,128.79066616666668,0.6172133899820857,128.589996,128.880005,127.419998,-0.22502249282190245,4.225097412046597,126.919998
2015-06-15,126.099998,127.239998,125.709999,126.919998,43988900,122.54004,-0.19658724851123743,128.4869995,128.72299953333334,0.5983174984039877,127.169998,128.589996,128.880005,-1.104283415639895,19.25571080783599,127.599998
2015-06-16,127.029999,127.849998,126.370003,127.599998,31494100,123.196574,0.535770572577543,128.25099859999997,128.6863329,0.6465951748619152,126.919998,127.169998,128.589996,-0.19658724851123743,-28.404438392412633,127.300003
2015-06-17,127.720001,127.879997,126.739998,127.300003,32918100,122.906931,-0.2351058030580777,127.9689994,128.7363329,0.6377240804526413,127.599998,126.919998,127.169998,0.535770572577543,4.521481801353278,127.879997
2015-06-18,127.230003,128.309998,127.220001,127.879997,35407200,123.46691,0.45561192956138363,127.82099899999999,128.8319994,0.6557335695150832,127.300003,127.599998,126.919998,-0.2351058030580777,7.561493524838925,126.599998
2015-06-19,127.709999,127.82,126.400002,126.599998,54716900,122.231083,-1.0009376212293808,127.6159994,128.87666593333333,0.7029964635261814,127.879997,127.300003,127.599998,0.45561192956138363,54.536083056553466,127.610001
2015-06-22,127.489998,128.059998,127.080002,127.610001,34039300,123.206231,0.7977906919082178,127.59699919999998,128.87633253333334,0.7376203781614382,126.599998,127.879997,127.300003,-1.0009376212293808,-37.79015258539866,127.029999
2015-06-23,127.480003,127.610001,126.879997,127.029999,30268900,122.646244,-0.45451139836601984,127.5579993,128.89999916666667,0.745992625629482,127.610001,126.599998,127.879997,0.7977906919082178,-11.076608508400588,128.110001
2015-06-24,127.209999,129.800003,127.120003,128.110001,55280900,123.688976,0.850194448950603,127.48099889999999,128.97466576666665,0.6986563100780624,127.029999,127.610001,126.599998,-0.45451139836601984,82.63266917529212,127.5
2015-06-25,128.860001,129.199997,127.5,127.5,31938100,123.100026,-0.4761540826153099,127.3719993,129.02433236666667,0.7097638117796692,128.110001,127.029999,127.610001,0.850194448950603,-42.2257958897196,126.75
2015-06-26,127.669998,127.989998,126.510002,126.75,44066800,122.375908,-0.588235294117645,127.32999949999999,128.95099913333334,0.6428504052001733,127.5,128.110001,127.029999,-0.4761540826153099,37.9756466414721,124.529999
2015-06-29,125.459999,126.470001,124.480003,124.529999,49161400,120.232518,-1.751480078895462,127.0909996,128.80966563333334,0.8438996970320967,126.75,127.5,128.110001,-0.588235294117645,11.561084535296406,125.43
2015-06-30,125.57,126.120003,124.860001,125.43,44370700,121.101461,0.7227182263126908,126.87399979999998,128.6509989,0.86352541267437,124.529999,126.75,127.5,-1.751480078895462,-9.74484046426668,126.599998
2015-07-01,126.900002,126.940002,125.989998,126.599998,30238800,122.231083,0.9327896037630401,126.80399930000002,128.53533193333334,0.9298713946706947,125.43,124.529999,126.75,0.7227182263126908,-31.849621484448065,126.440002
2015-07-02,126.43,126.690002,125.769997,126.440002,27211000,122.076609,-0.12637914891593383,126.65999980000001,128.4146654,0.9126788802973508,126.599998,125.43,124.529999,0.9327896037630401,-10.012963477386672,126.0
2015-07-06,124.940002,126.230003,124.849998,126.0,28060400,121.65179,-0.34799271831711387,126.6,128.23499876666668,0.8638624390789935,126.440002,126.599998,125.43,-0.12637914891593383,3.121531733490124,125.690002
2015-07-07,125.889999,126.150002,123.769997,125.690002,46946800,121.352491,-0.24603015873014833,126.40800009999998,128.00666573333334,0.8123566712123964,126.0,126.440002,126.599998,-0.34799271831711387,67.3062393978703,122.57
2015-07-08,124.480003,124.639999,122.540001,122.57,60761600,118.340158,-2.4822992683220857,125.9620002,127.7716659,1.099548455169368,125.690002,126.0,126.440002,-0.24603015873014833,29.426499782732797,120.07
2015-07-09,123.849998,124.059998,119.220001,120.07,77821600,115.926432,-2.039650811781024,125.15800010000001,127.37266613333333,1.1280738872978664,122.57,125.690002,126.0,-2.4822992683220857,28.07694333263113,123.279999
2015-07-10,121.940002,123.849998,121.209999,123.279999,61354500,119.025655,2.673439660198218,124.73600000000002,127.08933280000001,1.5425342967521223,120.07,122.57,125.690002,-2.039650811781024,-21.160063529919714,125.660004
2015-07-13,125.029999,125.760002,124.32,125.660004,41440500,121.323527,1.9305686399299749,124.6270004,126.93533296666666,1.693127939691424,123.279999,120.07,122.57,2.673439660198218,-32.45727697234921,125.610001
2015-07-14,126.040001,126.370003,125.040001,125.610001,31768100,121.27525,-0.0397922954069041,124.73500059999999,126.7709999,1.5878859950224156,125.660004,123.279999,120.07,1.9305686399299749,-23.34045197331114,126.82
2015-07-15,125.720001,127.150002,125.580002,126.82,33649200,122.443492,0.9632982966061743,124.87400059999997,126.666333,1.6001820821196957,125.610001,125.660004,123.279999,-0.0397922954069041,5.921348774399471,128.509995
2015-07-16,127.739998,128.570007,127.349998,128.509995,36222400,124.075166,1.3325934395205907,125.0650003,126.61266633333334,1.62745815521168,126.82,125.610001,125.660004,0.9632982966061743,7.6471357417115415,129.619995
2015-07-17,129.080002,129.619995,128.309998,129.619995,46164700,125.146861,0.863746045589675,125.38299959999999,126.62133279999999,1.6380637300072196,128.509995,126.82,125.610001,1.3325934395205907,27.44793277088211,132.070007
2015-07-20,130.970001,132.970001,130.699997,132.070007,58900200,127.512324,1.8901497411722756,125.99000029999999,126.73533323333332,1.6974671403979833,129.619995,128.509995,126.82,0.863746045589675,27.587095767978553,130.75
2015-07-21,132.850006,132.919998,130.320007,130.75,76756400,126.23787,-0.9994752252871497,126.49600009999999,126.83366646666667,1.7494267836629012,132.070007,129.619995,128.509995,1.8901497411722756,30.316026091592228,125.220001
2015-07-22,121.989998,125.5,121.989998,125.220001,115450600,120.898709,-4.229444741873811,126.76100019999998,126.76033323333333,2.1185858486335243,130.75,132.070007,129.619995,-0.9994752252871497,50.41169205434335,125.160004
2015-07-23,126.199997,127.089996,125.059998,125.160004,50999500,120.840782,-0.04791327225751596,127.2700006,126.6363332,1.9693985290750518,125.220001,130.75,132.070007,-4.229444741873811,-55.82569514580263,124.5
2015-07-24,125.32,125.739998,123.900002,124.5,42162300,120.203555,-0.5273282030256232,127.3920007,126.5,1.8193263123604042,125.160004,125.220001,130.75,-0.04791327225751596,-17.32801301973549,122.769997
2015-07-27,123.089996,123.610001,122.120003,122.769997,44455500,118.533253,-1.3895606425702756,127.103,126.3533333,1.7526358667205535,124.5,125.160004,125.220001,-0.5273282030256232,5.438982218711974,123.379997
2015-07-28,123.379997,123.910004,122.550003,123.379997,33618100,119.122203,0.49686406687783347,126.87999959999999,126.23533326666667,1.7668699563294814,122.769997,124.5,125.160004,-1.3895606425702756,-24.378085951119655,122.989998
2015-07-29,123.150002,123.5,122.269997,122.989998,37011700,118.745662,-0.316095809274497,126.49699939999998,126.0816666,1.7218627687955987,123.379997,122.769997,124.5,0.49686406687783347,10.094562155505526,122.370003
2015-07-30,122.32,122.57,121.709999,122.370003,33628300,118.147063,-0.5041019677063496,125.8830002,125.91733326666667,1.624440630204005,122.989998,123.379997,122.769997,-0.316095809274497,-9.14143365476322,121.300003
2015-07-31,122.599998,122.639999,120.910004,121.300003,42885000,117.113989,-0.8743972981679171,125.051001,125.69800013333334,1.5567007295413045,122.370003,122.989998,123.379997,-0.5041019677063496,27.52651784360196,118.440002
2015-08-03,121.5,122.57,117.519997,118.440002,69976000,114.352685,-2.3577913679029283,123.6880005,125.42600026666666,1.3527107525949853,121.300003,122.370003,122.989998,-0.8743972981679171,63.1712720065291,114.639999
2015-08-04,117.419998,117.699997,113.25,114.639999,124138600,110.683819,-3.2083780275518725,122.0770004,124.99366686666666,1.510203954654798,118.440002,121.300003,122.370003,-2.3577913679029283,77.40168057619756,115.400002
2015-08-05,112.949997,117.440002,112.099998,115.400002,99312600,111.417594,0.6629474935707202,121.0950005,124.6060003,1.2185354620067308,114.639999,118.440002,121.300003,-3.2083780275518725,-19.998614451911013,115.129997
2015-08-06,115.970001,116.5,114.120003,115.129997,52903000,111.66005,-0.23397313286007693,120.09199979999998,124.1733335,1.207030392526665,115.400002,114.639999,118.440002,0.6629474935707202,-46.73082770967631,115.519997
2015-08-07,114.580002,116.25,114.5,115.519997,38670400,112.038295,0.3387475116498173,119.19399949999999,123.77400006666667,1.2606570923459792,115.129997,115.400002,114.639999,-0.23397313286007693,-26.90320019658621,119.720001
2015-08-10,116.529999,119.989998,116.529999,119.720001,54951600,116.111714,3.635737629044433,118.88899989999997,123.53966676666667,1.8405543324835285,115.519997,115.129997,115.400002,0.3387475116498173,42.10248665646075,113.489998
2015-08-11,117.809998,118.18,113.330002,113.489998,97082800,110.069479,-5.203811349784404,117.9,123.17166673333334,2.3893408997072108,119.720001,115.519997,115.129997,3.635737629044433,76.66965111115964,115.239998
2015-08-12,112.529999,115.419998,109.629997,115.239998,101217500,111.766735,1.5419861052424988,117.125,122.83200000000001,2.501305215988057,113.489998,119.720001,115.519997,-5.203811349784404,4.258941851697728,115.150002
2015-08-13,116.040001,116.400002,114.540001,115.150002,48535800,111.679451,-0.0780944130179484,116.40299990000001,122.45033346666668,2.5071251720569543,115.239998,113.489998,119.720001,1.5419861052424988,-52.04801541235457,115.959999
2015-08-14,114.32,116.309998,114.010002,115.959999,42929500,112.465036,0.7034276907784909,115.8689995,122.10100003333334,2.535862856260818,115.150002,115.239998,113.489998,-0.0780944130179484,-11.550855244994418,117.160004
2015-08-17,116.040001,117.650002,115.5,117.160004,40884700,113.628873,1.034843920617834,115.7409997,121.8063335,2.473984646961155,115.959999,115.150002,115.239998,0.7034276907784909,-4.763158201236917,116.5
2015-08-18,116.43,117.440002,116.010002,116.5,34560700,112.988761,-0.5633355901899728,115.9269998,121.50000010000001,2.2319924664601025,117.160004,115.959999,115.150002,1.034843920617834,-15.467888965798938,115.010002
2015-08-19,116.099998,116.519997,114.68,115.010002,47445700,111.543671,-1.2789682403433478,115.88799979999999,121.24800016666667,2.2698336474429555,116.5,117.160004,115.959999,-0.5633355901899728,37.28223097333099,112.650002
2015-08-20,114.080002,114.349998,111.629997,112.650002,68501600,109.2548,-2.051995442970256,115.6400003,121.00066689999998,2.3607228941052214,115.010002,116.5,117.160004,-1.2789682403433478,44.37894266498334,105.760002
2015-08-21,110.43,111.900002,105.650002,105.760002,128275500,102.572461,-6.116289283332632,114.66400080000001,120.41666699999999,2.996367915215359,112.650002,115.010002,116.5,-2.051995442970256,87.25912971375851,103.120003
2015-08-24,94.870003,108.800003,92.0,103.120003,162206300,100.012029,-2.496216858997413,113.00400099999999,119.66533363333333,2.5773273833793913,105.760002,112.650002,115.010002,-6.116289283332632,26.451504769032287,103.739998
2015-08-25,111.110001,111.110001,103.5,103.739998,103601600,100.613338,0.6012364060928199,112.029001,118.93633353333333,2.27400712691357,103.120003,105.760002,112.650002,-2.496216858997413,-36.129731089359666,109.690002
2015-08-26,107.089996,109.889999,105.050003,109.690002,96774600,106.384013,5.7354965439656125,111.47400139999999,118.3653336,3.029469824034254,103.739998,103.120003,105.760002,0.6012364060928199,-6.589666568856078,112.919998
